ec:62:60'–Š‚b’bŠ’²ŠÊb‚r‚Êb‚r’¢b‚r¢Êb’’r‚‚bª‚r‚‚bj‚r’’²bj‚r‚‚‚bj‚r‚‚‚bj‚rÊº¢j
I (531195) Mesh: Mesh level: 1, Connected nodes: 5
ec:62:60:b5:8a:90,2,3938,0.49,0.45,0.15,22.00,50.00,-0.879,-0.000,-0.000,0.477
b0:b2:1c:44:11:18,2,12621,0.01,0.00,0.50,22.00,50.00,0.982,0.000,-0.000,-0.191
ec:62:60:b7:8f:10,2,12627,0.12,-34388.32,-41841.20,22.00,50.00,0.006,0.000,0.000,1.000
c8:2e:18:fb:25:d0,2,12622,-265496.69,0.00,0.00,22.00,50.00,-0.822,-0.000,0.000,-0.569
ec:62:60:b5:8a:90,2,3939,-257924.26,-259460.71,0.00,22.00,50.00,0.365,0.000,0.000,-0.931
b0:b2:1c:44:11:18,2,12622,0.08,0.63,0.53,22.00,50.00,-0.587,-0.000,0.000,0.809
c8:2e:18:fb:25:d0,2,12623,0.20,0.44,0.13,22.00,50.00,-0.782,0.000,-0.000,-0.623
ec:62:60:b5:8a:90,2,3940,0.47,0.47,0.13,22.00,50.00,0.446,0.000,-0.000,-0.895
ec:62:60:b7:8f:10,2,12628,0.11,0.20,0.48,22.00,50.00,-0.132,0.000,-0.000,0.991
b0:b2:1c:44:11:18,2,12623,0.11,0.49,0.48,22.00,50.00,-0.694,0.000,-0.000,0.720
c8:2e:18:fb:25:d0,2,12624,0.21,0.50,0.16,22.00,50.00,-0.688,0.000,0.000,-0.725
ec:62:60:b5:8a:90,2,3941,0.47,0.48,0.20,22.00,50.00,0.565,0.000,0.000,-0.825
ec:62:60:b7:8f:10,2,12629,0.03,0.21,0.00,22.00,50.00,-0.269,-0.000,0.000,0.963
b0:b2:1c:44:11:18,2,12624,0.12,0.63,0.49,22.00,50.00,-0.787,0.000,0.000,0.617
c8:2e:18:fb:25:d0,2,12625,0.24,0.53,0.18,22.00,50.00,-0.581,0.000,-0.000,-0.814
ec:62:60:b5:8a:90,2,3942,0.43,0.54,0.18,22.00,50.00,0.674,0.000,-0.000,-0.738
ec:62:60:b7:8f:10,2,12630,0.06,0.30,0.00,22.00,50.00,-0.400,0.000,0.000,0.917
b0:b2:1c:44:11:18,2,12625,0.00,0.61,0.49,22.00,50.00,-0.872,0.000,-0.000,0.490
c8:2e:18:fb:25:d0,2,12626,0.23,0.55,0.13,22.00,50.00,-0.450,0.000,-0.000,-0.893
ec:62:60:b5:8a:90,2,3943,0.45,0.48,0.00,22.00,50.00,0.779,0.000,0.000,-0.627
ec:62:60:b7:8f:10,2,12631,0.05,0.23,0.51,22.00,50.00,-0.535,-0.000,0.000,0.845
b0:b2:1c:44:11:18,2,12626,0.04,0.39,0.46,22.00,50.00,-0.931,0.000,-0.000,0.364
c8:2e:18:fb:25:d0,2,12627,0.19,0.53,0.17,22.00,50.00,-0.322,0.000,0.000,-0.947
ec:62:60:b5:8a:90,2,3944,0.41,0.48,0.18,22.00,50.00,0.858,-0.000,0.000,-0.513
ec:62:60:b7:8f:10,2,12632,0.09,0.20,0.45,22.00,50.00,-0.647,0.000,0.000,0.762
b0:b2:1c:44:11:18,2,12627,0.10,0.50,0.46,22.00,50.00,-0.973,0.000,0.000,0.232
c8:2e:18:fb:25:d0,2,12628,0.22,0.46,0.14,22.00,50.00,-0.187,0.000,-0.000,-0.982
ec:62:60:b5:8a:90,2,3945,0.42,0.45,0.14,22.00,50.00,0.921,0.000,0.000,-0.389
ec:62:60:b7:8f:10,2,12633,0.09,0.24,0.44,22.00,50.00,-0.746,0.000,0.000,0.666
b0:b2:1c:44:11:18,2,12628,0.10,0.44,0.50,22.00,50.00,-0.996,0.000,-0.000,0.095
c8:2e:18:fb:25:d0,2,12629,0.23,0.56,0.15,22.00,50.00,-0.050,-0.000,0.000,-0.999
ec:62:60:b5:8a:90,2,3946,0.41,0.51,0.00,22.00,50.00,0.966,-0.000,-0.000,-0.258
ec:62:60:b7:8f:10,2,12634,0.09,0.23,0.47,22.00,50.00,-0.831,0.000,0.000,0.556
b0:b2:1c:44:11:18,2,12629,0.06,0.55,0.46,22.00,50.00,-0.999,-0.000,0.000,-0.044
c8:2e:18:fb:25:d0,2,12630,0.30,0.55,0.16,22.00,50.00,0.089,0.000,0.000,-0.996
ec:62:60:b5:8a:90,2,3947,0.48,0.49,0.00,22.00,50.00,0.994,0.000,0.000,-0.106
ec:62:60:b7:8f:10,2,12635,0.06,0.23,0.00,22.00,50.00,-0.901,-0.000,-0.000,0.435
b0:b2:1c:44:11:18,2,12630,0.11,0.65,0.47,22.00,50.00,-0.983,0.000,0.000,-0.182
c8:2e:18:fb:25:d0,2,12631,0.23,0.56,0.15,22.00,50.00,0.226,-0.000,0.000,-0.974
ec:62:60:b5:8a:90,2,3948,0.47,0.47,0.12,22.00,50.00,1.000,-0.000,0.000,0.018
ec:62:60:b7:8f:10,2,12636,0.09,0.25,0.46,22.00,50.00,-0.952,-0.000,0.000,0.306
b0:b2:1c:44:11:18,2,12631,0.10,0.57,0.51,22.00,50.00,-0.949,-0.000,0.000,-0.316
c8:2e:18:fb:25:d0,2,12632,0.26,0.49,0.17,22.00,50.00,0.359,0.000,0.000,-0.934
ec:62:60:b5:8a:90,2,3949,0.47,0.53,0.18,22.00,50.00,0.988,0.000,0.000,0.156
ec:62:60:b7:8f:10,2,12637,0.08,0.23,0.45,22.00,50.00,-0.985,0.000,0.000,0.171
b0:b2:1c:44:11:18,2,12632,0.11,0.54,0.46,22.00,50.00,-0.895,0.000,0.000,-0.445
c8:2e:18:fb:25:d0,2,12633,0.21,0.46,0.18,22.00,50.00,0.485,0.000,0.000,-0.875
ec:62:60:b5:8a:90,2,3950,0.45,0.44,0.00,22.00,50.00,0.957,-0.000,0.000,0.291
ec:62:60:b7:8f:10,2,12638,0.08,0.22,0.00,22.00,50.00,-0.999,-0.000,0.000,0.033
b0:b2:1c:44:11:18,2,12633,0.10,0.67,0.45,22.00,50.00,-0.825,0.000,0.000,-0.565
c8:2e:18:fb:25:d0,2,12634,0.26,0.51,0.14,22.00,50.00,0.601,0.000,0.000,-0.799
ec:62:60:b5:8a:90,2,3951,0.45,0.48,0.18,22.00,50.00,0.907,0.000,-0.000,0.421
ec:62:60:b7:8f:10,2,12639,0.12,0.26,0.46,22.00,50.00,-0.994,0.000,0.000,-0.106
b0:b2:1c:44:11:18,2,12634,0.10,0.53,0.52,22.00,50.00,-0.739,0.000,0.000,-0.674
c8:2e:18:fb:25:d0,2,12635,0.24,0.48,0.20,22.00,50.00,0.706,-0.000,-0.000,-0.708
ec:62:60:b5:8a:90,2,3952,0.47,0.53,0.00,22.00,50.00,0.840,-0.000,0.000,0.543
ec:62:60:b7:8f:10,2,12640,0.08,0.33,0.45,22.00,50.00,-0.970,0.000,0.000,-0.243
b0:b2:1c:44:11:18,2,12635,0.11,0.52,0.48,22.00,50.00,-0.639,-0.000,-0.000,-0.769
c8:2e:18:fb:25:d0,2,12636,0.22,0.52,0.15,22.00,50.00,0.798,-0.000,0.000,-0.603
ec:62:60:b5:8a:90,2,3953,0.48,0.48,0.15,22.00,50.00,0.757,-0.000,0.000,0.654
ec:62:60:b7:8f:10,2,12641,0.13,0.20,0.40,22.00,50.00,-0.927,-0.000,-0.000,-0.375
b0:b2:1c:44:11:18,2,12636,0.11,0.61,0.50,22.00,50.00,-0.526,-0.000,0.000,-0.851
c8:2e:18:fb:25:d0,2,12637,0.20,0.53,0.19,22.00,50.00,0.873,0.000,0.000,-0.487
ec:62:60:b5:8a:90,2,3954,0.41,0.48,0.16,22.00,50.00,0.659,0.000,0.000,0.752
ec:62:60:b7:8f:10,2,12642,0.09,0.27,0.50,22.00,50.00,-0.866,0.000,-0.000,-0.499
b0:b2:1c:44:11:18,2,12637,0.04,0.46,0.48,22.00,50.00,-0.402,0.000,0.000,-0.916
c8:2e:18:fb:25:d0,2,12638,0.23,0.00,0.16,22.00,50.00,0.932,-0.000,0.000,-0.361
ec:62:60:b5:8a:90,2,3955,0.46,0.46,0.13,22.00,50.00,0.548,0.000,0.000,0.837
ec:62:60:b7:8f:10,2,12643,0.07,0.23,0.44,22.00,50.00,-0.789,-0.000,-0.000,-0.615
b0:b2:1c:44:11:18,2,12638,0.12,0.52,0.50,22.00,50.00,-0.273,-0.000,0.000,-0.962
c8:2e:18:fb:25:d0,2,12639,0.21,0.44,0.17,22.00,50.00,0.973,0.000,0.000,-0.229
ec:62:60:b5:8a:90,2,3956,0.50,0.42,0.12,22.00,50.00,0.427,0.000,-0.000,0.904
ec:62:60:b7:8f:10,2,12644,0.05,0.22,0.00,22.00,50.00,-0.696,-0.000,0.000,-0.718
b0:b2:1c:44:11:18,2,12639,0.09,0.54,0.51,22.00,50.00,-0.137,0.000,0.000,-0.991
c8:2e:18:fb:25:d0,2,12640,0.26,0.00,0.18,22.00,50.00,0.996,0.000,0.000,-0.092
ec:62:60:b5:8a:90,2,3957,0.47,0.50,0.19,22.00,50.00,0.297,0.000,0.000,0.955
ec:62:60:b7:8f:10,2,12645,0.07,0.24,0.46,22.00,50.00,-0.590,-0.000,0.000,-0.807
b0:b2:1c:44:11:18,2,12640,0.00,0.64,0.44,22.00,50.00,0.003,0.000,0.000,-1.000
c8:2e:18:fb:25:d0,2,12641,0.23,0.00,0.16,22.00,50.00,0.999,-0.000,-0.000,0.047
ec:62:60:b5:8a:90,2,3958,0.44,0.46,0.15,22.00,50.00,0.162,-0.000,0.000,0.987
ec:62:60:b7:8f:10,2,12646,0.12,0.26,0.00,22.00,50.00,-0.472,0.000,-0.000,-0.881
b0:b2:1c:44:11:18,2,12641,0.03,0.59,0.49,22.00,50.00,0.141,-0.000,-0.000,-0.990
c8:2e:18:fb:25:d0,2,12642,0.22,0.00,0.19,22.00,50.00,0.983,0.000,-0.000,0.185
ec:62:60:b5:8a:90,2,3959,0.43,0.51,0.00,22.00,50.00,0.024,0.000,-0.000,1.000
ec:62:60:b7:8f:10,2,12647,0.08,0.22,0.43,22.00,50.00,-0.346,-0.000,0.000,-0.938
b0:b2:1c:44:11:18,2,12642,0.03,0.52,0.49,22.00,50.00,0.276,0.000,-0.000,-0.961
c8:2e:18:fb:25:d0,2,12643,0.19,0.53,0.16,22.00,50.00,0.948,-0.000,-0.000,0.320
ec:62:60:b5:8a:90,2,3960,0.45,0.40,0.13,22.00,50.00,-0.115,-0.000,0.000,0.993
ec:62:60:b7:8f:10,2,12648,0.08,0.25,0.44,22.00,50.00,-0.212,-0.000,0.000,-0.977
b0:b2:1c:44:11:18,2,12643,0.11,0.50,0.45,22.00,50.00,0.407,-0.000,-0.000,-0.914
c8:2e:18:fb:25:d0,2,12644,0.25,0.52,0.10,22.00,50.00,0.894,-0.000,0.000,0.448
ec:62:60:b5:8a:90,2,3961,0.47,0.47,0.14,22.00,50.00,-0.252,0.000,-0.000,0.968
ec:62:60:b7:8f:10,2,12649,0.03,0.17,0.44,22.00,50.00,-0.074,0.000,-0.000,-0.997
b0:b2:1c:44:11:18,2,12644,0.12,0.55,0.52,22.00,50.00,0.530,-0.000,0.000,-0.848
c8:2e:18:fb:25:d0,2,12645,0.23,0.57,0.14,22.00,50.00,0.823,-0.000,0.000,0.568
ec:62:60:b5:8a:90,2,3962,0.47,0.53,0.11,22.00,50.00,-0.383,0.000,-0.000,0.924
ec:62:60:b7:8f:10,2,12650,0.08,0.22,0.00,22.00,50.00,0.064,-0.000,-0.000,-0.998
b0:b2:1c:44:11:18,2,12645,0.00,0.57,0.46,22.00,50.00,0.642,-0.000,0.000,-0.767
c8:2e:18:fb:25:d0,2,12646,0.29,0.57,0.15,22.00,50.00,0.737,0.000,-0.000,0.676
ec:62:60:b5:8a:90,2,3963,0.44,0.45,0.00,22.00,50.00,-0.507,0.000,0.000,0.862
ec:62:60:b7:8f:10,2,12651,0.10,0.26,0.40,22.00,50.00,0.201,0.000,-0.000,-0.979
b0:b2:1c:44:11:18,2,12646,0.10,0.51,0.49,22.00,50.00,0.742,0.000,-0.000,-0.670
c8:2e:18:fb:25:d0,2,12647,0.31,0.54,0.18,22.00,50.00,0.637,-0.000,0.000,0.771
ec:62:60:b5:8a:90,2,3964,0.49,0.45,0.15,22.00,50.00,-0.622,-0.000,0.000,0.783
ec:62:60:b7:8f:10,2,12652,0.08,0.29,0.46,22.00,50.00,0.335,0.000,0.000,-0.942
b0:b2:1c:44:11:18,2,12647,0.08,0.62,0.51,22.00,50.00,0.827,-0.000,0.000,-0.562
c8:2e:18:fb:25:d0,2,12648,0.19,0.41,0.15,22.00,50.00,0.524,-0.000,0.000,0.852
ec:62:60:b5:8a:90,2,3965,0.51,0.49,0.17,22.00,50.00,-0.724,0.000,0.000,0.690
ec:62:60:b7:8f:10,2,12653,0.08,0.21,0.46,22.00,50.00,0.463,0.000,-0.000,-0.887
b0:b2:1c:44:11:18,2,12648,0.00,0.50,0.43,22.00,50.00,0.897,-0.000,0.000,-0.442
c8:2e:18:fb:25:d0,2,12649,0.26,0.00,0.15,22.00,50.00,0.401,0.000,-0.000,0.916
ec:62:60:b5:8a:90,2,3966,0.48,0.46,0.00,22.00,50.00,-0.812,-0.000,0.000,0.583
ec:62:60:b7:8f:10,2,12654,0.04,0.23,0.00,22.00,50.00,0.581,-0.000,0.000,-0.814
b0:b2:1c:44:11:18,2,12649,0.11,0.47,0.48,22.00,50.00,0.950,0.000,-0.000,-0.313
c8:2e:18:fb:25:d0,2,12650,0.34,0.55,0.14,22.00,50.00,0.270,-0.000,-0.000,0.963
ec:62:60:b5:8a:90,2,3967,0.43,0.47,0.14,22.00,50.00,-0.886,0.000,0.000,0.464
ec:62:60:b7:8f:10,2,12655,0.03,0.24,0.48,22.00,50.00,0.688,0.000,0.000,-0.726
b0:b2:1c:44:11:18,2,12650,0.09,0.52,0.51,22.00,50.00,0.984,-0.000,-0.000,-0.178
c8:2e:18:fb:25:d0,2,12651,0.22,0.73,0.09,22.00,50.00,0.134,0.000,-0.000,0.991
ec:62:60:b5:8a:90,2,3968,0.38,0.48,0.17,22.00,50.00,-0.942,0.000,0.000,0.337
ec:62:60:b7:8f:10,2,12656,0.04,0.22,0.00,22.00,50.00,0.782,0.000,0.000,-0.623
b0:b2:1c:44:11:18,2,12651,0.00,0.53,0.50,22.00,50.00,0.999,0.000,-0.000,-0.040
c8:2e:18:fb:25:d0,2,12652,0.23,0.54,0.15,22.00,50.00,-0.005,0.000,0.000,1.000
ec:62:60:b5:8a:90,2,3969,0.43,0.49,0.14,22.00,50.00,-0.979,0.000,-0.000,0.203
ec:62:60:b7:8f:10,2,12657,0.06,0.26,0.50,22.00,50.00,0.861,0.000,-0.000,-0.509
b0:b2:1c:44:11:18,2,12652,0.08,0.53,0.55,22.00,50.00,0.995,0.000,0.000,0.099
c8:2e:18:fb:25:d0,2,12653,0.25,0.00,0.14,22.00,50.00,-0.143,0.000,-0.000,0.990
ec:62:60:b5:8a:90,2,3970,0.42,0.47,0.00,22.00,50.00,-0.998,0.000,0.000,0.066
ec:62:60:b7:8f:10,2,12658,0.08,0.28,0.48,22.00,50.00,0.923,-0.000,0.000,-0.385
b0:b2:1c:44:11:18,2,12653,0.10,0.50,0.50,22.00,50.00,0.972,0.000,-0.000,0.236
c8:2e:18:fb:25:d0,2,12654,0.20,0.58,0.14,22.00,50.00,-0.279,-0.000,0.000,0.960
ec:62:60:b5:8a:90,2,3971,0.44,0.43,0.15,22.00,50.00,-0.997,0.000,-0.000,-0.073
ec:62:60:b7:8f:10,2,12659,0.10,0.23,0.47,22.00,50.00,0.967,0.000,-0.000,-0.253
b0:b2:1c:44:11:18,2,12654,0.10,0.56,0.47,22.00,50.00,0.930,-0.000,0.000,0.368
I (541195) Mesh: Mesh level: 1, Connected nodes: 5
c8:2e:18:fb:25:d0,2,12655,0.21,0.00,0.17,22.00,50.00,-0.409,0.000,0.000,0.912
ec:62:60:b5:8a:90,2,3972,0.50,0.46,0.13,22.00,50.00,-0.978,-0.000,0.000,-0.210
ec:62:60:b7:8f:10,2,12660,0.11,0.23,0.47,22.00,50.00,0.993,-0.000,0.000,-0.116
b0:b2:1c:44:11:18,2,12655,0.11,0.58,0.53,22.00,50.00,0.870,0.000,0.000,0.493
c8:2e:18:fb:25:d0,2,12656,0.21,0.50,0.18,22.00,50.00,-0.532,0.000,0.000,0.847
ec:62:60:b5:8a:90,2,3973,0.43,0.49,0.15,22.00,50.00,-0.939,0.000,-0.000,-0.343
ec:62:60:b7:8f:10,2,12661,0.07,0.19,0.00,22.00,50.00,1.000,-0.000,-0.000,0.022
b0:b2:1c:44:11:18,2,12656,0.07,0.48,0.52,22.00,50.00,0.793,0.000,0.000,0.610
c8:2e:18:fb:25:d0,2,12657,0.21,0.45,0.18,22.00,50.00,-0.644,0.000,-0.000,0.765
ec:62:60:b5:8a:90,2,3974,0.48,0.48,0.16,22.00,50.00,-0.882,0.000,0.000,-0.471
ec:62:60:b7:8f:10,2,12662,0.03,0.23,0.46,22.00,50.00,0.987,0.000,-0.000,0.160
b0:b2:1c:44:11:18,2,12657,0.10,0.62,0.44,22.00,50.00,0.701,0.000,-0.000,0.713
c8:2e:18:fb:25:d0,2,12658,0.28,0.53,0.12,22.00,50.00,-0.743,-0.000,0.000,0.669
ec:62:60:b5:8a:90,2,3975,0.42,0.47,0.13,22.00,50.00,-0.809,-0.000,-0.000,-0.588
ec:62:60:b7:8f:10,2,12663,0.08,0.25,0.42,22.00,50.00,0.956,-0.000,0.000,0.295
b0:b2:1c:44:11:18,2,12658,0.12,0.50,0.46,22.00,50.00,0.596,-0.000,0.000,0.803
c8:2e:18:fb:25:d0,2,12659,0.26,0.57,0.11,22.00,50.00,-0.829,0.000,-0.000,0.559
ec:62:60:b5:8a:90,2,3976,0.40,0.45,0.15,22.00,50.00,-0.720,0.000,-0.000,-0.694
ec:62:60:b7:8f:10,2,12664,0.06,0.23,0.00,22.00,50.00,0.906,0.000,0.000,0.424
b0:b2:1c:44:11:18,2,12659,0.10,0.53,0.49,22.00,50.00,0.479,0.000,-0.000,0.878
c8:2e:18:fb:25:d0,2,12660,0.21,0.52,0.16,22.00,50.00,-0.898,-0.000,0.000,0.439
ec:62:60:b5:8a:90,2,3977,0.48,0.48,0.00,22.00,50.00,-0.617,-0.000,-0.000,-0.787
ec:62:60:b7:8f:10,2,12665,0.08,0.27,0.50,22.00,50.00,0.838,-0.000,0.000,0.546
b0:b2:1c:44:11:18,2,12660,0.09,0.53,0.47,22.00,50.00,0.353,-0.000,0.000,0.936
c8:2e:18:fb:25:d0,2,12661,0.22,0.50,0.12,22.00,50.00,-0.951,-0.000,-0.000,0.310
ec:62:60:b5:8a:90,2,3978,0.45,0.47,0.18,22.00,50.00,-0.502,-0.000,0.000,-0.865
ec:62:60:b7:8f:10,2,12666,0.09,0.21,0.44,22.00,50.00,0.755,-0.000,0.000,0.656
b0:b2:1c:44:11:18,2,12661,0.15,0.60,0.46,22.00,50.00,0.219,-0.000,-0.000,0.976
c8:2e:18:fb:25:d0,2,12662,0.25,0.58,0.10,22.00,50.00,-0.984,0.000,-0.000,0.176
ec:62:60:b5:8a:90,2,3979,0.50,0.47,0.15,22.00,50.00,-0.377,-0.000,0.000,-0.926
ec:62:60:b7:8f:10,2,12667,0.04,0.24,0.53,22.00,50.00,0.655,-0.000,0.000,0.755
b0:b2:1c:44:11:18,2,12662,0.08,0.49,0.53,22.00,50.00,0.083,0.000,-0.000,0.997
c8:2e:18:fb:25:d0,2,12663,0.24,0.52,0.17,22.00,50.00,-0.999,-0.000,0.000,0.037
ec:62:60:b5:8a:90,2,3980,0.48,0.51,0.18,22.00,50.00,-0.245,0.000,0.000,-0.970
ec:62:60:b7:8f:10,2,12668,0.08,0.18,0.45,22.00,50.00,0.545,0.000,0.000,0.838
b0:b2:1c:44:11:18,2,12663,0.13,0.53,0.49,22.00,50.00,-0.057,-0.000,0.000,0.998
c8:2e:18:fb:25:d0,2,12664,0.23,0.44,0.11,22.00,50.00,-0.995,0.000,0.000,-0.102
ec:62:60:b5:8a:90,2,3981,0.46,0.49,0.13,22.00,50.00,-0.109,-0.000,0.000,-0.994
ec:62:60:b7:8f:10,2,12669,0.09,0.22,0.49,22.00,50.00,0.424,-0.000,0.000,0.906
b0:b2:1c:44:11:18,2,12664,0.00,0.47,0.47,22.00,50.00,-0.194,0.000,0.000,0.981
c8:2e:18:fb:25:d0,2,12665,0.17,0.53,0.09,22.00,50.00,-0.971,-0.000,0.000,-0.238
ec:62:60:b5:8a:90,2,3982,0.39,0.48,0.00,22.00,50.00,0.030,0.000,0.000,-1.000
ec:62:60:b7:8f:10,2,12670,0.07,0.20,0.00,22.00,50.00,0.294,-0.000,-0.000,0.956
b0:b2:1c:44:11:18,2,12665,0.11,0.42,0.44,22.00,50.00,-0.329,-0.000,0.000,0.944
c8:2e:18:fb:25:d0,2,12666,0.30,0.39,0.10,22.00,50.00,-0.929,-0.000,0.000,-0.371
ec:62:60:b5:8a:90,2,3983,0.46,0.47,0.14,22.00,50.00,0.169,-0.000,0.000,-0.986
ec:62:60:b7:8f:10,2,12671,0.10,0.25,0.00,22.00,50.00,0.160,-0.000,-0.000,0.987
b0:b2:1c:44:11:18,2,12666,0.09,0.40,0.46,22.00,50.00,-0.455,-0.000,0.000,0.890
c8:2e:18:fb:25:d0,2,12667,0.26,0.44,0.17,22.00,50.00,-0.869,-0.000,0.000,-0.495
ec:62:60:b5:8a:90,2,3984,0.44,0.48,0.13,22.00,50.00,0.303,-0.000,0.000,-0.953
ec:62:60:b7:8f:10,2,12672,0.08,0.23,0.43,22.00,50.00,0.021,-0.000,0.000,1.000
b0:b2:1c:44:11:18,2,12667,0.00,0.56,0.51,22.00,50.00,-0.574,-0.000,0.000,0.819
c8:2e:18:fb:25:d0,2,12668,0.20,0.00,0.15,22.00,50.00,-0.792,0.000,0.000,-0.611
ec:62:60:b5:8a:90,2,3985,0.38,0.50,0.18,22.00,50.00,0.432,-0.000,0.000,-0.902
ec:62:60:b7:8f:10,2,12673,0.08,0.23,0.42,22.00,50.00,-0.118,0.000,0.000,0.993
b0:b2:1c:44:11:18,2,12668,0.10,0.70,0.42,22.00,50.00,-0.682,0.000,0.000,0.731
c8:2e:18:fb:25:d0,2,12669,0.24,0.00,0.17,22.00,50.00,-0.699,-0.000,0.000,-0.715
ec:62:60:b5:8a:90,2,3986,0.48,0.49,0.10,22.00,50.00,0.553,-0.000,0.000,-0.833
ec:62:60:b7:8f:10,2,12674,0.09,0.22,0.00,22.00,50.00,-0.254,-0.000,0.000,0.967
b0:b2:1c:44:11:18,2,12669,0.06,0.57,0.47,22.00,50.00,-0.777,-0.000,0.000,0.629
c8:2e:18:fb:25:d0,2,12670,0.25,0.57,0.16,22.00,50.00,-0.594,-0.000,-0.000,-0.805
ec:62:60:b5:8a:90,2,3987,0.44,0.49,0.16,22.00,50.00,0.663,-0.000,-0.000,-0.749
ec:62:60:b7:8f:10,2,12675,0.08,0.23,0.47,22.00,50.00,-0.385,-0.000,0.000,0.923
b0:b2:1c:44:11:18,2,12670,0.10,0.52,0.47,22.00,50.00,-0.857,-0.000,-0.000,0.516
c8:2e:18:fb:25:d0,2,12671,0.26,0.47,0.12,22.00,50.00,-0.476,-0.000,-0.000,-0.879
ec:62:60:b5:8a:90,2,3988,0.38,0.46,0.19,22.00,50.00,0.760,-0.000,-0.000,-0.650
ec:62:60:b7:8f:10,2,12676,0.08,0.25,0.45,22.00,50.00,-0.510,0.000,0.000,0.860
b0:b2:1c:44:11:18,2,12671,0.10,0.60,0.49,22.00,50.00,-0.920,-0.000,-0.000,0.392
c8:2e:18:fb:25:d0,2,12672,0.24,0.53,0.20,22.00,50.00,-0.350,-0.000,0.000,-0.937
ec:62:60:b5:8a:90,2,3989,0.41,0.50,0.15,22.00,50.00,0.843,-0.000,0.000,-0.538
ec:62:60:b7:8f:10,2,12677,0.12,0.28,0.47,22.00,50.00,-0.624,0.000,-0.000,0.782
b0:b2:1c:44:11:18,2,12672,0.08,0.34,0.45,22.00,50.00,-0.965,-0.000,0.000,0.261
c8:2e:18:fb:25:d0,2,12673,0.28,0.48,0.19,22.00,50.00,-0.217,0.000,0.000,-0.976
ec:62:60:b5:8a:90,2,3990,0.43,0.48,0.00,22.00,50.00,0.909,0.000,0.000,-0.416
